20	50	57	30	6	59	39	11	19	47	45	15	1	23	51	10	9	32	46	35	4	26	60	54	21	31	42	40	33	22	49	29	14	27	53	56	43	12	5	34	25	37	28	16	18	3	13	44	52	24	17	8	38	55	48	58	36	2	7	41	54	21	4	26	60	3	13	44	52	24	8	38	55	48	17	42	40	33	22	31	57	30	6	20	50	35	10	9	32	46	18	25	37	28	16	2	7	41	58	36	29	14	27	53	49	59	39	11	19	47	51	45	15	1	23	5	34	56	43	12
21	4	26	60	54	8	38	55	48	17	42	40	33	22	31	57	30	6	20	50	35	10	9	32	46	3	13	44	52	24	2	7	41	58	36	29	14	27	53	49	59	39	11	19	47	51	45	15	1	23	18	25	37	28	16	12	5	34	56	43	6	20	50	57	30	31	42	40	33	22	59	39	11	19	47	45	15	1	23	51	10	9	32	46	35	4	26	60	54	21	17	8	38	55	48	49	29	14	27	53	56	43	12	5	34	25	37	28	16	18	3	13	44	52	24	36	2	7	41	58
22	31	42	40	33	29	14	27	53	49	39	11	19	47	59	30	6	20	50	57	21	4	26	60	54	17	8	38	55	48	36	2	7	41	58	43	12	5	34	56	45	15	1	23	51	35	10	9	32	46	24	3	13	44	52	28	16	18	25	37	33	22	31	42	40	17	8	38	55	48	29	14	27	53	49	39	11	19	47	59	30	6	20	50	57	21	4	26	60	54	24	3	13	44	52	36	2	7	41	58	43	12	5	34	56	45	15	1	23	51	35	10	9	32	46	16	18	25	37	28
23	51	45	15	1	56	43	12	5	34	37	28	16	18	25	9	32	46	35	10	20	50	57	30	6	47	59	39	11	19	53	49	29	14	27	41	58	36	2	7	13	44	52	24	3	4	26	60	54	21	22	31	42	40	33	55	48	17	8	38	52	24	3	13	44	18	25	37	28	16	7	41	58	36	2	38	55	48	17	8	60	54	21	4	26	46	35	10	9	32	23	51	45	15	1	5	34	56	43	12	14	27	53	49	29	42	40	33	22	31	50	57	30	6	20	19	47	59	39	11
24	3	13	44	52	7	41	58	36	2	38	55	48	17	8	60	54	21	4	26	46	35	10	9	32	18	25	37	28	16	5	34	56	43	12	14	27	53	49	29	42	40	33	22	31	50	57	30	6	20	23	51	45	15	1	11	19	47	59	39	1	23	51	45	15	47	59	39	11	19	56	43	12	5	34	37	28	16	18	25	9	32	46	35	10	20	50	57	30	6	22	31	42	40	33	53	49	29	14	27	41	58	36	2	7	13	44	52	24	3	4	26	60	54	21	48	17	8	38	55
25	37	28	16	18	44	52	24	3	13	32	46	35	10	9	23	51	45	15	1	34	56	43	12	5	41	58	36	2	7	38	55	48	17	8	26	60	54	21	4	20	50	57	30	6	19	47	59	39	11	27	53	49	29	14	42	40	33	22	31	37	28	16	18	25	32	46	35	10	9	23	51	45	15	1	34	56	43	12	5	41	58	36	2	7	44	52	24	3	13	26	60	54	21	4	20	50	57	30	6	19	47	59	39	11	27	53	49	29	14	38	55	48	17	8	31	42	40	33	22
26	60	54	21	4	57	30	6	20	50	35	10	9	32	46	3	13	44	52	24	8	38	55	48	17	42	40	33	22	31	59	39	11	19	47	51	45	15	1	23	18	25	37	28	16	2	7	41	58	36	29	14	27	53	49	56	43	12	5	34	57	30	6	20	50	10	9	32	46	35	4	26	60	54	21	31	42	40	33	22	59	39	11	19	47	45	15	1	23	51	25	37	28	16	18	3	13	44	52	24	17	8	38	55	48	49	29	14	27	53	56	43	12	5	34	7	41	58	36	2
27	53	49	29	14	48	17	8	38	55	36	2	7	41	58	12	5	34	56	43	11	19	47	59	39	33	22	31	42	40	54	21	4	26	60	52	24	3	13	44	28	16	18	25	37	15	1	23	51	45	30	6	20	50	57	46	35	10	9	32	49	29	14	27	53	12	5	34	56	43	11	19	47	59	39	33	22	31	42	40	48	17	8	38	55	36	2	7	41	58	28	16	18	25	37	15	1	23	51	45	30	6	20	50	57	54	21	4	26	60	52	24	3	13	44	9	32	46	35	10
28	16	18	25	37	23	51	45	15	1	34	56	43	12	5	41	58	36	2	7	44	52	24	3	13	32	46	35	10	9	20	50	57	30	6	19	47	59	39	11	27	53	49	29	14	38	55	48	17	8	26	60	54	21	4	22	31	42	40	33	18	25	37	28	16	41	58	36	2	7	44	52	24	3	13	32	46	35	10	9	23	51	45	15	1	34	56	43	12	5	27	53	49	29	14	38	55	48	17	8	26	60	54	21	4	20	50	57	30	6	19	47	59	39	11	40	33	22	31	42
29	14	27	53	49	11	19	47	59	39	33	22	31	42	40	48	17	8	38	55	36	2	7	41	58	12	5	34	56	43	15	1	23	51	45	30	6	20	50	57	54	21	4	26	60	52	24	3	13	44	28	16	18	25	37	10	9	32	46	35	14	27	53	49	29	33	22	31	42	40	48	17	8	38	55	36	2	7	41	58	12	5	34	56	43	11	19	47	59	39	30	6	20	50	57	54	21	4	26	60	52	24	3	13	44	28	16	18	25	37	15	1	23	51	45	35	10	9	32	46
30	6	20	50	57	4	26	60	54	21	31	42	40	33	22	59	39	11	19	47	45	15	1	23	51	10	9	32	46	35	3	13	44	52	24	17	8	38	55	48	49	29	14	27	53	56	43	12	5	34	25	37	28	16	18	2	7	41	58	36	4	26	60	54	21	42	40	33	22	31	57	30	6	20	50	35	10	9	32	46	3	13	44	52	24	8	38	55	48	17	29	14	27	53	49	59	39	11	19	47	51	45	15	1	23	18	25	37	28	16	2	7	41	58	36	43	12	5	34	56
31	42	40	33	22	39	11	19	47	59	30	6	20	50	57	21	4	26	60	54	17	8	38	55	48	29	14	27	53	49	43	12	5	34	56	45	15	1	23	51	35	10	9	32	46	24	3	13	44	52	36	2	7	41	58	37	28	16	18	25	40	33	22	31	42	21	4	26	60	54	17	8	38	55	48	29	14	27	53	49	39	11	19	47	59	30	6	20	50	57	35	10	9	32	46	24	3	13	44	52	36	2	7	41	58	43	12	5	34	56	45	15	1	23	51	18	25	37	28	16
32	46	35	10	9	51	45	15	1	23	25	37	28	16	18	13	44	52	24	3	26	60	54	21	4	50	57	30	6	20	47	59	39	11	19	34	56	43	12	5	7	41	58	36	2	8	38	55	48	17	31	42	40	33	22	53	49	29	14	27	46	35	10	9	32	25	37	28	16	18	13	44	52	24	3	26	60	54	21	4	50	57	30	6	20	51	45	15	1	23	34	56	43	12	5	7	41	58	36	2	8	38	55	48	17	31	42	40	33	22	47	59	39	11	19	27	53	49	29	14
33	22	31	42	40	17	8	38	55	48	29	14	27	53	49	39	11	19	47	59	30	6	20	50	57	21	4	26	60	54	24	3	13	44	52	36	2	7	41	58	43	12	5	34	56	45	15	1	23	51	35	10	9	32	46	16	18	25	37	28	22	31	42	40	33	29	14	27	53	49	39	11	19	47	59	30	6	20	50	57	21	4	26	60	54	17	8	38	55	48	36	2	7	41	58	43	12	5	34	56	45	15	1	23	51	35	10	9	32	46	24	3	13	44	52	28	16	18	25	37
34	56	43	12	5	58	36	2	7	41	28	16	18	25	37	1	23	51	45	15	19	47	59	39	11	53	49	29	14	27	55	48	17	8	38	44	52	24	3	13	9	32	46	35	10	6	20	50	57	30	33	22	31	42	40	60	54	21	4	26	58	36	2	7	41	16	18	25	37	28	5	34	56	43	12	27	53	49	29	14	55	48	17	8	38	52	24	3	13	44	32	46	35	10	9	1	23	51	45	15	11	19	47	59	39	40	33	22	31	42	60	54	21	4	26	20	50	57	30	6
35	10	9	32	46	13	44	52	24	3	26	60	54	21	4	50	57	30	6	20	51	45	15	1	23	25	37	28	16	18	7	41	58	36	2	8	38	55	48	17	31	42	40	33	22	47	59	39	11	19	34	56	43	12	5	14	27	53	49	29	9	32	46	35	10	50	57	30	6	20	51	45	15	1	23	25	37	28	16	18	13	44	52	24	3	26	60	54	21	4	31	42	40	33	22	47	59	39	11	19	34	56	43	12	5	7	41	58	36	2	8	38	55	48	17	49	29	14	27	53
36	2	7	41	58	5	34	56	43	12	27	53	49	29	14	55	48	17	8	38	52	24	3	13	44	16	18	25	37	28	1	23	51	45	15	11	19	47	59	39	40	33	22	31	42	60	54	21	4	26	32	46	35	10	9	6	20	50	57	30	5	34	56	43	12	53	49	29	14	27	58	36	2	7	41	28	16	18	25	37	1	23	51	45	15	19	47	59	39	11	33	22	31	42	40	55	48	17	8	38	44	52	24	3	13	9	32	46	35	10	6	20	50	57	30	54	21	4	26	60
37	28	16	18	25	32	46	35	10	9	23	51	45	15	1	34	56	43	12	5	41	58	36	2	7	44	52	24	3	13	26	60	54	21	4	20	50	57	30	6	19	47	59	39	11	27	53	49	29	14	38	55	48	17	8	31	42	40	33	22	25	37	28	16	18	44	52	24	3	13	32	46	35	10	9	23	51	45	15	1	34	56	43	12	5	41	58	36	2	7	38	55	48	17	8	26	60	54	21	4	20	50	57	30	6	19	47	59	39	11	27	53	49	29	14	42	40	33	22	31
38	55	48	17	8	54	21	4	26	60	24	3	13	44	52	2	7	41	58	36	14	27	53	49	29	40	33	22	31	42	57	30	6	20	50	46	35	10	9	32	16	18	25	37	28	12	5	34	56	43	39	11	19	47	59	51	45	15	1	23	59	39	11	19	47	15	1	23	51	45	6	20	50	57	30	22	31	42	40	33	49	29	14	27	53	43	12	5	34	56	37	28	16	18	25	10	9	32	46	35	21	4	26	60	54	48	17	8	38	55	58	36	2	7	41	13	44	52	24	3
39	11	19	47	59	6	20	50	57	30	22	31	42	40	33	49	29	14	27	53	43	12	5	34	56	15	1	23	51	45	10	9	32	46	35	21	4	26	60	54	48	17	8	38	55	58	36	2	7	41	37	28	16	18	25	3	13	44	52	24	8	38	55	48	17	40	33	22	31	42	54	21	4	26	60	24	3	13	44	52	2	7	41	58	36	14	27	53	49	29	39	11	19	47	59	57	30	6	20	50	46	35	10	9	32	16	18	25	37	28	12	5	34	56	43	45	15	1	23	51
40	33	22	31	42	21	4	26	60	54	17	8	38	55	48	29	14	27	53	49	39	11	19	47	59	30	6	20	50	57	35	10	9	32	46	24	3	13	44	52	36	2	7	41	58	43	12	5	34	56	45	15	1	23	51	18	25	37	28	16	31	42	40	33	22	39	11	19	47	59	30	6	20	50	57	21	4	26	60	54	17	8	38	55	48	29	14	27	53	49	43	12	5	34	56	45	15	1	23	51	35	10	9	32	46	24	3	13	44	52	36	2	7	41	58	37	28	16	18	25
41	58	36	2	7	52	24	3	13	44	16	18	25	37	28	5	34	56	43	12	27	53	49	29	14	55	48	17	8	38	60	54	21	4	26	32	46	35	10	9	1	23	51	45	15	11	19	47	59	39	40	33	22	31	42	50	57	30	6	20	56	43	12	5	34	28	16	18	25	37	1	23	51	45	15	19	47	59	39	11	53	49	29	14	27	58	36	2	7	41	44	52	24	3	13	9	32	46	35	10	6	20	50	57	30	33	22	31	42	40	55	48	17	8	38	26	60	54	21	4
42	40	33	22	31	30	6	20	50	57	21	4	26	60	54	17	8	38	55	48	29	14	27	53	49	39	11	19	47	59	45	15	1	23	51	35	10	9	32	46	24	3	13	44	52	36	2	7	41	58	43	12	5	34	56	25	37	28	16	18	42	40	33	22	31	30	6	20	50	57	21	4	26	60	54	17	8	38	55	48	29	14	27	53	49	39	11	19	47	59	45	15	1	23	51	35	10	9	32	46	24	3	13	44	52	36	2	7	41	58	43	12	5	34	56	25	37	28	16	18
43	12	5	34	56	1	23	51	45	15	19	47	59	39	11	53	49	29	14	27	58	36	2	7	41	28	16	18	25	37	9	32	46	35	10	6	20	50	57	30	33	22	31	42	40	55	48	17	8	38	44	52	24	3	13	4	26	60	54	21	7	41	58	36	2	55	48	17	8	38	52	24	3	13	44	16	18	25	37	28	5	34	56	43	12	27	53	49	29	14	40	33	22	31	42	60	54	21	4	26	32	46	35	10	9	1	23	51	45	15	11	19	47	59	39	57	30	6	20	50
44	52	24	3	13	46	35	10	9	32	18	25	37	28	16	7	41	58	36	2	38	55	48	17	8	60	54	21	4	26	50	57	30	6	20	23	51	45	15	1	5	34	56	43	12	14	27	53	49	29	42	40	33	22	31	47	59	39	11	19	51	45	15	1	23	37	28	16	18	25	9	32	46	35	10	20	50	57	30	6	47	59	39	11	19	56	43	12	5	34	41	58	36	2	7	13	44	52	24	3	4	26	60	54	21	22	31	42	40	33	53	49	29	14	27	38	55	48	17	8
45	15	1	23	51	9	32	46	35	10	20	50	57	30	6	47	59	39	11	19	56	43	12	5	34	37	28	16	18	25	13	44	52	24	3	4	26	60	54	21	22	31	42	40	33	53	49	29	14	27	41	58	36	2	7	8	38	55	48	17	13	44	52	24	3	60	54	21	4	26	46	35	10	9	32	18	25	37	28	16	7	41	58	36	2	38	55	48	17	8	42	40	33	22	31	50	57	30	6	20	23	51	45	15	1	5	34	56	43	12	14	27	53	49	29	59	39	11	19	47
46	35	10	9	32	25	37	28	16	18	13	44	52	24	3	26	60	54	21	4	50	57	30	6	20	51	45	15	1	23	34	56	43	12	5	7	41	58	36	2	8	38	55	48	17	31	42	40	33	22	47	59	39	11	19	27	53	49	29	14	32	46	35	10	9	51	45	15	1	23	25	37	28	16	18	13	44	52	24	3	26	60	54	21	4	50	57	30	6	20	47	59	39	11	19	34	56	43	12	5	7	41	58	36	2	8	38	55	48	17	31	42	40	33	22	53	49	29	14	27
47	59	39	11	19	43	12	5	34	56	15	1	23	51	45	6	20	50	57	30	22	31	42	40	33	49	29	14	27	53	58	36	2	7	41	37	28	16	18	25	10	9	32	46	35	21	4	26	60	54	48	17	8	38	55	44	52	24	3	13	55	48	17	8	38	24	3	13	44	52	2	7	41	58	36	14	27	53	49	29	40	33	22	31	42	54	21	4	26	60	46	35	10	9	32	16	18	25	37	28	12	5	34	56	43	39	11	19	47	59	57	30	6	20	50	23	51	45	15	1
48	17	8	38	55	2	7	41	58	36	14	27	53	49	29	40	33	22	31	42	54	21	4	26	60	24	3	13	44	52	16	18	25	37	28	12	5	34	56	43	39	11	19	47	59	57	30	6	20	50	46	35	10	9	32	1	23	51	45	15	19	47	59	39	11	49	29	14	27	53	43	12	5	34	56	15	1	23	51	45	6	20	50	57	30	22	31	42	40	33	48	17	8	38	55	58	36	2	7	41	37	28	16	18	25	10	9	32	46	35	21	4	26	60	54	52	24	3	13	44
49	29	14	27	53	12	5	34	56	43	11	19	47	59	39	33	22	31	42	40	48	17	8	38	55	36	2	7	41	58	28	16	18	25	37	15	1	23	51	45	30	6	20	50	57	54	21	4	26	60	52	24	3	13	44	9	32	46	35	10	27	53	49	29	14	48	17	8	38	55	36	2	7	41	58	12	5	34	56	43	11	19	47	59	39	33	22	31	42	40	54	21	4	26	60	52	24	3	13	44	28	16	18	25	37	15	1	23	51	45	30	6	20	50	57	46	35	10	9	32
50	57	30	6	20	45	15	1	23	51	10	9	32	46	35	4	26	60	54	21	31	42	40	33	22	59	39	11	19	47	56	43	12	5	34	25	37	28	16	18	3	13	44	52	24	17	8	38	55	48	49	29	14	27	53	41	58	36	2	7	60	54	21	4	26	35	10	9	32	46	3	13	44	52	24	8	38	55	48	17	42	40	33	22	31	57	30	6	20	50	51	45	15	1	23	18	25	37	28	16	2	7	41	58	36	29	14	27	53	49	59	39	11	19	47	34	56	43	12	5
51	45	15	1	23	37	28	16	18	25	9	32	46	35	10	20	50	57	30	6	47	59	39	11	19	56	43	12	5	34	41	58	36	2	7	13	44	52	24	3	4	26	60	54	21	22	31	42	40	33	53	49	29	14	27	38	55	48	17	8	44	52	24	3	13	46	35	10	9	32	18	25	37	28	16	7	41	58	36	2	38	55	48	17	8	60	54	21	4	26	50	57	30	6	20	23	51	45	15	1	5	34	56	43	12	14	27	53	49	29	42	40	33	22	31	47	59	39	11	19
52	24	3	13	44	18	25	37	28	16	7	41	58	36	2	38	55	48	17	8	60	54	21	4	26	46	35	10	9	32	23	51	45	15	1	5	34	56	43	12	14	27	53	49	29	42	40	33	22	31	50	57	30	6	20	19	47	59	39	11	23	51	45	15	1	56	43	12	5	34	37	28	16	18	25	9	32	46	35	10	20	50	57	30	6	47	59	39	11	19	53	49	29	14	27	41	58	36	2	7	13	44	52	24	3	4	26	60	54	21	22	31	42	40	33	55	48	17	8	38
53	49	29	14	27	36	2	7	41	58	12	5	34	56	43	11	19	47	59	39	33	22	31	42	40	48	17	8	38	55	52	24	3	13	44	28	16	18	25	37	15	1	23	51	45	30	6	20	50	57	54	21	4	26	60	32	46	35	10	9	53	49	29	14	27	36	2	7	41	58	12	5	34	56	43	11	19	47	59	39	33	22	31	42	40	48	17	8	38	55	52	24	3	13	44	28	16	18	25	37	15	1	23	51	45	30	6	20	50	57	54	21	4	26	60	32	46	35	10	9
54	21	4	26	60	3	13	44	52	24	8	38	55	48	17	42	40	33	22	31	57	30	6	20	50	35	10	9	32	46	18	25	37	28	16	2	7	41	58	36	29	14	27	53	49	59	39	11	19	47	51	45	15	1	23	5	34	56	43	12	20	50	57	30	6	59	39	11	19	47	45	15	1	23	51	10	9	32	46	35	4	26	60	54	21	31	42	40	33	22	49	29	14	27	53	56	43	12	5	34	25	37	28	16	18	3	13	44	52	24	17	8	38	55	48	58	36	2	7	41
55	48	17	8	38	24	3	13	44	52	2	7	41	58	36	14	27	53	49	29	40	33	22	31	42	54	21	4	26	60	46	35	10	9	32	16	18	25	37	28	12	5	34	56	43	39	11	19	47	59	57	30	6	20	50	23	51	45	15	1	47	59	39	11	19	43	12	5	34	56	15	1	23	51	45	6	20	50	57	30	22	31	42	40	33	49	29	14	27	53	58	36	2	7	41	37	28	16	18	25	10	9	32	46	35	21	4	26	60	54	48	17	8	38	55	44	52	24	3	13
56	43	12	5	34	28	16	18	25	37	1	23	51	45	15	19	47	59	39	11	53	49	29	14	27	58	36	2	7	41	44	52	24	3	13	9	32	46	35	10	6	20	50	57	30	33	22	31	42	40	55	48	17	8	38	26	60	54	21	4	41	58	36	2	7	52	24	3	13	44	16	18	25	37	28	5	34	56	43	12	27	53	49	29	14	55	48	17	8	38	60	54	21	4	26	32	46	35	10	9	1	23	51	45	15	11	19	47	59	39	40	33	22	31	42	50	57	30	6	20
57	30	6	20	50	10	9	32	46	35	4	26	60	54	21	31	42	40	33	22	59	39	11	19	47	45	15	1	23	51	25	37	28	16	18	3	13	44	52	24	17	8	38	55	48	49	29	14	27	53	56	43	12	5	34	7	41	58	36	2	26	60	54	21	4	57	30	6	20	50	35	10	9	32	46	3	13	44	52	24	8	38	55	48	17	42	40	33	22	31	59	39	11	19	47	51	45	15	1	23	18	25	37	28	16	2	7	41	58	36	29	14	27	53	49	56	43	12	5	34
58	36	2	7	41	16	18	25	37	28	5	34	56	43	12	27	53	49	29	14	55	48	17	8	38	52	24	3	13	44	32	46	35	10	9	1	23	51	45	15	11	19	47	59	39	40	33	22	31	42	60	54	21	4	26	20	50	57	30	6	34	56	43	12	5	58	36	2	7	41	28	16	18	25	37	1	23	51	45	15	19	47	59	39	11	53	49	29	14	27	55	48	17	8	38	44	52	24	3	13	9	32	46	35	10	6	20	50	57	30	33	22	31	42	40	60	54	21	4	26
